vehicle_id,station_id,lat,lon,battery,is_available
KICK_00001,VS_0001,37.51003157589323,127.042845953701,91.221895152796,True
KICK_00002,VS_0001,37.510040598763865,127.0429989972421,53.111548907124856,True
KICK_00003,VS_0001,37.50952274714125,127.04296797343545,65.62953649807723,True
KICK_00004,VS_0001,37.51007410395317,127.04282215963757,92.75708560884418,True
KICK_00005,VS_0001,37.510198108513414,127.04358442034567,97.73441716406354,True
KICK_00006,VS_0001,37.51006382659379,127.04336390925178,59.71643895019416,True
KICK_00007,VS_0001,37.510252119448886,127.04288272186558,78.42745231542955,True
KICK_00008,VS_0001,37.50962094091851,127.04288628245858,78.60900522374797,True
KICK_00009,VS_0001,37.50976230970306,127.04295846912476,34.60858124514588,True
KICK_00010,VS_0001,37.50983738395191,127.04341499332797,33.966101122063286,True
KICK_00011,VS_0002,37.51712418448413,127.04156743186688,56.13542902559018,True
KICK_00012,VS_0002,37.51707234967587,127.04177339080842,33.410169430646256,True
KICK_00013,VS_0002,37.5167720476958,127.04178352434967,85.85985707036777,True
KICK_00014,VS_0002,37.51683440811334,127.04149975857186,43.417676074653215,True
KICK_00015,VS_0002,37.51708706501625,127.04161563692941,84.9696494396226,True
KICK_00016,VS_0002,37.51740007731731,127.04144977256261,87.08137565817957,True
KICK_00017,VS_0002,37.516890829596214,127.04125835429065,49.59580239077387,True
KICK_00018,VS_0002,37.51713199799317,127.04176363553333,69.69313447264908,True
KICK_00019,VS_0002,37.51690104880794,127.04140108379599,69.37172572722682,True
KICK_00020,VS_0002,37.51673945220694,127.04145997705578,99.23938887332184,True
KICK_00021,VS_0003,37.49147186208184,127.00702379680601,49.39990802794088,True
KICK_00022,VS_0003,37.49158837229667,127.00694660450232,43.56293684278178,True
KICK_00023,VS_0003,37.49160639277685,127.00754275964161,58.20235084172243,True
KICK_00024,VS_0003,37.492098144628294,127.00699217810558,70.99466191904585,True
KICK_00025,VS_0003,37.491627242398174,127.0068981001097,59.24349118267021,True
KICK_00026,VS_0003,37.49169120522861,127.00704695680409,98.6018677697031,True
KICK_00027,VS_0003,37.49155973991658,127.00740834494688,44.76848420838529,True
KICK_00028,VS_0003,37.4915766031332,127.0075218978225,59.262802285995136,True
KICK_00029,VS_0003,37.49225410944664,127.00745978127983,69.48207221465151,True
KICK_00030,VS_0003,37.492069711917054,127.00761663806284,52.51181804696277,True
KICK_00031,VS_0004,37.53955771878082,127.0715160543185,77.45948016156541,True
KICK_00032,VS_0004,37.53962242272517,127.07088133734253,40.36646016259476,True
KICK_00033,VS_0004,37.539790771139714,127.07095222929627,70.65598506702763,True
KICK_00034,VS_0004,37.53981775061364,127.07083278611688,80.57087896152451,True
KICK_00035,VS_0004,37.53920926346844,127.07097016703526,56.18903527390408,True
KICK_00036,VS_0004,37.539533882220866,127.07141723951773,47.742105397311676,True
KICK_00037,VS_0004,37.53925627666509,127.07100938117651,76.12630806184988,True
KICK_00038,VS_0004,37.53977443404172,127.0715716331385,83.43913205475002,True
KICK_00039,VS_0004,37.539941946575965,127.0708529153353,59.39726502249074,True
KICK_00040,VS_0004,37.53929131549437,127.0714013564195,30.238826786788817,True
KICK_00041,VS_0005,37.53988366484637,127.00845982730951,73.42659275755803,True
KICK_00042,VS_0005,37.53968194811508,127.00821670343664,85.013876034132,True
KICK_00043,VS_0005,37.53975568715721,127.00833893547323,66.59333089207121,True
KICK_00044,VS_0005,37.53967324762397,127.00813980224517,45.94234537437217,True
KICK_00045,VS_0005,37.53991250293485,127.0082590506262,82.08891924815484,True
KICK_00046,VS_0005,37.53983098490433,127.00791360019613,33.620378438039054,True
KICK_00047,VS_0005,37.53927965820679,127.0082759184454,48.126071322031265,True
KICK_00048,VS_0005,37.539781233625455,127.00791158405495,58.15340974736475,True
KICK_00049,VS_0005,37.539709948849065,127.00817817568404,32.68614045790845,True
KICK_00050,VS_0005,37.539842641878046,127.00823153936419,50.68279679970386,True
KICK_00051,VS_0006,37.50435903950627,127.0253398364785,42.18195047986821,True
KICK_00052,VS_0006,37.50444463634365,127.02482445963429,68.48046194319818,True
KICK_00053,VS_0006,37.50412722187055,127.02554417279954,43.57553309711749,True
KICK_00054,VS_0006,37.504777790420285,127.02508616601783,45.21353196589496,True
KICK_00055,VS_0006,37.504270654450856,127.02553463245106,62.51560310443616,True
KICK_00056,VS_0006,37.50412193570806,127.0248052158396,97.2874905750486,True
KICK_00057,VS_0006,37.50456166931308,127.02547410519335,73.38966748105182,True
KICK_00058,VS_0006,37.50462095023075,127.02503099842784,45.74496676510428,True
KICK_00059,VS_0006,37.50417227812041,127.02563071451651,96.50913497062916,True
KICK_00060,VS_0006,37.5043758417244,127.02543018365738,43.11579603086079,True
KICK_00061,VS_0007,37.50053851201439,127.03675930444182,70.86910866219267,True
KICK_00062,VS_0007,37.500882668248664,127.03672970244612,68.74290942909346,True
KICK_00063,VS_0007,37.50065982759832,127.03730462660482,80.14414027851983,True
KICK_00064,VS_0007,37.500774644783505,127.03696080775055,96.30493186286223,True
KICK_00065,VS_0007,37.50084146868236,127.03723559887723,89.84356598825411,True
KICK_00066,VS_0007,37.501200294654126,127.03691244204991,67.68539629446428,True
KICK_00067,VS_0007,37.50109893735762,127.0371892331496,62.67284829090905,True
KICK_00068,VS_0007,37.50063559514946,127.03725718731808,37.03904986597562,True
KICK_00069,VS_0007,37.50075626576,127.03694593700862,41.13341002578796,True
KICK_00070,VS_0007,37.50065961695823,127.03691757176679,61.0695313361712,True
KICK_00071,VS_0008,37.502606614402474,127.025585970825,66.860227111601,True
KICK_00072,VS_0008,37.502703824978816,127.02561140006998,69.078683840704,True
KICK_00073,VS_0008,37.50246028053702,127.02522185758521,75.2099080795689,True
KICK_00074,VS_0008,37.50267203709106,127.02515576282327,31.480518035803254,True
KICK_00075,VS_0008,37.50232341968427,127.02555710542353,81.36158608311698,True
KICK_00076,VS_0008,37.50285671619031,127.02564733486156,51.57929834941243,True
KICK_00077,VS_0008,37.50230101870171,127.02552536416593,66.68101957450111,True
KICK_00078,VS_0008,37.50261204863894,127.0250440613164,96.92917111911007,True
KICK_00079,VS_0008,37.50227873994285,127.02501964564222,71.0054498419995,True
KICK_00080,VS_0008,37.50271235332003,127.02530135391092,80.24523119514078,True
KICK_00081,VS_0009,37.48801280257261,127.01416884700231,36.98451429733389,True
KICK_00082,VS_0009,37.488322443092855,127.01482560428809,75.17408309291162,True
KICK_00083,VS_0009,37.48807091290692,127.01403773968292,89.18381498719509,True
KICK_00084,VS_0009,37.48860938189901,127.01461875647239,66.57630157972966,True
KICK_00085,VS_0009,37.48809684878884,127.01475926828881,61.082751567661354,True
KICK_00086,VS_0009,37.4885100017527,127.01436785863973,45.83521653206317,True
KICK_00087,VS_0009,37.48869739755483,127.01402953052668,68.3983276430148,True
KICK_00088,VS_0009,37.48863288186159,127.0142624291992,50.31135034416578,True
KICK_00089,VS_0009,37.48820313969409,127.0140825973441,86.99393396990044,True
KICK_00090,VS_0009,37.48813007349658,127.01480894166136,83.40121024125867,True
KICK_00091,VS_0010,37.51450033765504,127.03253361453048,74.1680914330663,True
KICK_00092,VS_0010,37.51462592733721,127.03210905100913,41.16995239364603,True
KICK_00093,VS_0010,37.51397811900775,127.03218072313099,58.54352363143556,True
KICK_00094,VS_0010,37.51411483963774,127.03238408532411,54.84821843263192,True
KICK_00095,VS_0010,37.5143916179819,127.03255454174985,75.38104605292646,True
KICK_00096,VS_0010,37.51439649089071,127.03225677133906,40.53407293488801,True
KICK_00097,VS_0010,37.51404500720966,127.03231404442391,43.743864498440544,True
KICK_00098,VS_0010,37.514801205702504,127.03238239377106,51.391807600248285,True
KICK_00099,VS_0010,37.51433981288874,127.03268704978834,36.3514730708817,True
KICK_00100,VS_0010,37.51397814797285,127.03211742350624,94.47881646134537,True
KICK_00101,VS_0011,37.53974330608061,127.07714710753146,95.64866292506304,True
KICK_00102,VS_0011,37.53940891513044,127.0777531229644,71.47749802402646,True
KICK_00103,VS_0011,37.539946771827196,127.07760218838762,39.90209151489914,True
KICK_00104,VS_0011,37.539832404784555,127.07787296757859,37.41553929264868,True
KICK_00105,VS_0011,37.53980839322639,127.07721267354627,59.893026162435575,True
KICK_00106,VS_0011,37.539526011135095,127.07739879752023,66.27326093887972,True
KICK_00107,VS_0011,37.53993967954738,127.07784053517985,39.514179853966034,True
KICK_00108,VS_0012,37.51740997569931,127.04022652844638,31.657900049905475,True
KICK_00109,VS_0012,37.517372579220904,127.04027415853541,61.530028941691214,True
KICK_00110,VS_0012,37.517472709587146,127.04032106373776,60.05813834174111,True
KICK_00111,VS_0012,37.5172824600478,127.04079066413648,94.3073680190565,True
KICK_00112,VS_0012,37.51755459778616,127.04075745420032,52.75250667056482,True
KICK_00113,VS_0012,37.516873564121774,127.04030677976404,60.9690192004967,True
KICK_00114,VS_0012,37.5172160490127,127.04049727675661,45.704557678481684,True
KICK_00115,VS_0013,37.54279166444477,127.07813501400933,83.40018340877832,True
KICK_00116,VS_0013,37.542421039574364,127.0780032734117,91.85869511169213,True
KICK_00117,VS_0013,37.54274577404091,127.078615631881,76.37528906504627,True
KICK_00118,VS_0013,37.54249623109691,127.07833609743925,86.44720653916266,True
KICK_00119,VS_0013,37.54219218882064,127.07794658250998,90.53439882422873,True
KICK_00120,VS_0013,37.54206061263053,127.07823893999223,92.4597244518786,True
KICK_00121,VS_0013,37.54274549512466,127.07876341349639,37.957001735555615,True
KICK_00122,VS_0014,37.46970135261998,127.0400507349087,31.59789500060784,True
KICK_00123,VS_0014,37.46967197633396,127.03939039801375,68.1289115030411,True
KICK_00124,VS_0014,37.46973530933072,127.04005120182558,45.39968832403389,True
KICK_00125,VS_0014,37.469568715284915,127.03996610288225,58.44174552749397,True
KICK_00126,VS_0014,37.46912703125974,127.04002224239927,60.0386597119669,True
KICK_00127,VS_0014,37.46916460761302,127.03919700836947,44.54937672174417,True
KICK_00128,VS_0014,37.4690532643831,127.03930218061264,90.36476238868714,True
KICK_00129,VS_0015,37.5252817836276,127.02887372310343,51.45567320025164,True
KICK_00130,VS_0015,37.524918595928995,127.02852254186868,47.94340269943743,True
KICK_00131,VS_0015,37.525126823908785,127.02869667377882,54.56261675094929,True
KICK_00132,VS_0015,37.52556293672537,127.02861831724682,62.31510607308332,True
KICK_00133,VS_0015,37.525670234714966,127.02874245676809,70.73042927375045,True
KICK_00134,VS_0015,37.52516928297912,127.02896034066242,88.63478730738335,True
KICK_00135,VS_0015,37.525628892444125,127.02896021959707,46.61933337282073,True
KICK_00136,VS_0016,37.46993690496134,127.03868214777633,88.35439772902183,True
KICK_00137,VS_0016,37.47033467286805,127.03877595282518,73.08170312244951,True
KICK_00138,VS_0016,37.46989333577857,127.03912247152331,58.983434297368845,True
KICK_00139,VS_0016,37.47016609943197,127.03830770416988,58.05466104930218,True
KICK_00140,VS_0016,37.47021146864381,127.03861736500757,35.666109846715955,True
KICK_00141,VS_0016,37.47018934076244,127.03851964699327,35.75439112469878,True
KICK_00142,VS_0016,37.47012190867451,127.03906613762648,71.98936958645604,True
KICK_00143,VS_0017,37.50969571714316,127.04221318221084,98.76901966908555,True
KICK_00144,VS_0017,37.50985929823949,127.04207440886724,88.97017970103741,True
KICK_00145,VS_0017,37.5100713571008,127.04234353359446,74.24547275042144,True
KICK_00146,VS_0017,37.50992014153567,127.04207216815468,96.47275411624155,True
KICK_00147,VS_0017,37.51033887874097,127.04229662322497,69.2351284203022,True
KICK_00148,VS_0017,37.50957402283496,127.04206912199398,93.6464600509915,True
KICK_00149,VS_0017,37.5094855478679,127.04191416316479,60.43019035736501,True
KICK_00150,VS_0018,37.50312262338118,127.04328541363151,31.825156626597398,True
KICK_00151,VS_0018,37.50278722406866,127.04281969581098,54.19194808968558,True
KICK_00152,VS_0018,37.50270355722428,127.04325780322186,56.19140516102095,True
KICK_00153,VS_0018,37.502551787827905,127.0430932956176,56.38451454280994,True
KICK_00154,VS_0018,37.50244336185371,127.043045771049,74.16814712598692,True
KICK_00155,VS_0018,37.50314752688936,127.04340630940065,94.97399938589923,True
KICK_00156,VS_0018,37.50281452427358,127.04345484314601,98.16406875087283,True
KICK_00157,VS_0019,37.49970843143468,127.03531296169952,72.3189081637751,True
KICK_00158,VS_0019,37.4998154488503,127.03526118497663,31.384402613240265,True
KICK_00159,VS_0019,37.49991320919294,127.03529673205854,70.16085682850621,True
KICK_00160,VS_0019,37.50004024304543,127.0354577719792,98.36191778681102,True
KICK_00161,VS_0019,37.499713148736156,127.03482080922437,37.363106741217194,True
KICK_00162,VS_0019,37.50015239493031,127.03477754656242,97.9369860947147,True
KICK_00163,VS_0019,37.500005411485496,127.03549411987385,91.95673988443731,True
KICK_00164,VS_0020,37.54723344070206,127.07441079076581,35.22868177221355,True
KICK_00165,VS_0020,37.547044948968114,127.07443705895795,49.187031424953744,True
KICK_00166,VS_0020,37.54698041075996,127.07456430520429,53.58712741755215,True
KICK_00167,VS_0020,37.54724588846826,127.0751822259925,72.15881132725167,True
KICK_00168,VS_0020,37.547103316477795,127.07462496282275,66.61020807344065,True
KICK_00169,VS_0020,37.54712133646094,127.07463670468857,32.35527719554547,True
KICK_00170,VS_0020,37.54701703378185,127.07468543898437,46.830627948399666,True
KICK_00171,VS_0021,37.50822703381574,127.0337515551024,95.83380081731654,True
KICK_00172,VS_0021,37.50789652095845,127.03333983877924,38.72978701797489,True
KICK_00173,VS_0021,37.5080100840023,127.03291213003557,89.62747819965847,True
KICK_00174,VS_0021,37.508121233928605,127.03327568918658,82.94782038998578,True
KICK_00175,VS_0021,37.50800425718005,127.03293025670372,79.1120655895078,True
KICK_00176,VS_0021,37.50816524374845,127.03349280834036,50.72855909494235,True
KICK_00177,VS_0021,37.50819362652617,127.03290535656562,82.2862891638436,True
KICK_00178,VS_0022,37.48516386522681,127.0336296870171,75.81117265774024,True
KICK_00179,VS_0022,37.48522931065565,127.0331441148437,78.78017629306996,True
KICK_00180,VS_0022,37.48573753978957,127.03304495704782,84.986260742798,True
KICK_00181,VS_0022,37.485528633649196,127.03374636759314,99.7103275098819,True
KICK_00182,VS_0022,37.485436316318754,127.03342259722436,96.7283862054849,True
KICK_00183,VS_0022,37.485408330211584,127.03296935832127,42.49163202954212,True
KICK_00184,VS_0022,37.485511171527065,127.03325145617542,40.49127873489797,True
KICK_00185,VS_0023,37.51418488926511,127.03193805977708,69.45591337101189,True
KICK_00186,VS_0023,37.51433737210956,127.0313423200434,39.3035910805724,True
KICK_00187,VS_0023,37.51478003074973,127.03130838258576,69.4276828871758,True
KICK_00188,VS_0023,37.51413061945192,127.0315754172195,38.27299865829747,True
KICK_00189,VS_0023,37.513998112498385,127.03164042221998,31.96658268253054,True
KICK_00190,VS_0023,37.514791019818084,127.03150535305238,62.59305133473266,True
KICK_00191,VS_0023,37.51444909631237,127.03123133076946,60.70916046259594,True
KICK_00192,VS_0024,37.50966836168996,127.04439567699123,74.22107806328215,True
KICK_00193,VS_0024,37.50977609007521,127.04396976003203,83.13062275349483,True
KICK_00194,VS_0024,37.50987111773097,127.0441649840476,81.89656969027408,True
KICK_00195,VS_0024,37.510150367409366,127.04394612200099,51.21842536474601,True
KICK_00196,VS_0024,37.51018664706441,127.04445460639711,68.3518314578769,True
KICK_00197,VS_0024,37.509474627746236,127.04399245695504,98.6938593446414,True
KICK_00198,VS_0024,37.51010539609075,127.04448141846956,98.97483207170848,True
KICK_00199,VS_0025,37.49145096310252,127.03054077658507,55.57310351605584,True
KICK_00200,VS_0025,37.4923340832729,127.03027794744325,69.29864921311717,True
KICK_00201,VS_0025,37.49192791489511,127.03059495637893,40.85564437219592,True
KICK_00202,VS_0025,37.491598557217436,127.03094949875897,55.28651280025333,True
KICK_00203,VS_0025,37.49149398899325,127.03044602058306,82.96421719794195,True
KICK_00204,VS_0025,37.491734159794895,127.03038302729549,84.02846832476186,True
KICK_00205,VS_0025,37.49147641150284,127.03025074979536,73.62558915948499,True
KICK_00206,VS_0026,37.51811190721889,127.05044380676091,67.0085422486197,True
KICK_00207,VS_0026,37.517942332936606,127.05049651034179,68.75566350914367,True
KICK_00208,VS_0026,37.51773499201778,127.05078255619856,74.46255911179877,True
KICK_00209,VS_0026,37.51801724901355,127.05003891538698,97.14247922146943,True
KICK_00210,VS_0026,37.51841926267361,127.05054193786177,72.84122122682308,True
KICK_00211,VS_0026,37.518125189045016,127.05088640940656,93.36477094035847,True
KICK_00212,VS_0026,37.518269185445526,127.05012534964395,83.23226529163803,True
KICK_00213,VS_0027,37.494918415722296,127.0154140769671,53.91354873287675,True
KICK_00214,VS_0027,37.49420549732396,127.01556453458585,95.22335626086347,True
KICK_00215,VS_0027,37.49432074572252,127.01494688086346,66.92251354111858,True
KICK_00216,VS_0027,37.4942440036351,127.01521028510216,62.150160020173466,True
KICK_00217,VS_0027,37.49444024325978,127.01525543155412,68.16726071065574,True
KICK_00218,VS_0028,37.50495647207607,127.04865684727292,96.6946708002951,True
KICK_00219,VS_0028,37.50570899995506,127.0485035027021,81.1543112254303,True
KICK_00220,VS_0028,37.505590050079974,127.04869648000722,70.50003720880638,True
KICK_00221,VS_0028,37.50515331832688,127.04887385447527,99.45609951733066,True
KICK_00222,VS_0028,37.50582673472633,127.0482722967181,57.17368120708028,True
KICK_00223,VS_0029,37.504948129517224,127.05089200114648,86.83863272535483,True
KICK_00224,VS_0029,37.50467132673701,127.05008174898629,39.569719642293826,True
KICK_00225,VS_0029,37.50476380657624,127.05042007494615,61.77838457450336,True
KICK_00226,VS_0029,37.50474705511375,127.05079449249797,38.59019034565128,True
KICK_00227,VS_0029,37.50433522529041,127.0501342027787,52.75045505723318,True
KICK_00228,VS_0030,37.53810834783546,127.087785613835,82.80561688933068,True
KICK_00229,VS_0030,37.53821031872736,127.08714386281356,79.86624112084607,True
KICK_00230,VS_0030,37.53778800908802,127.08759698136522,92.79305119378753,True
KICK_00231,VS_0030,37.53782399353984,127.08710073643051,42.43997117188299,True
KICK_00232,VS_0030,37.53808802978174,127.08764477240763,58.02745444575906,True
KICK_00233,VS_0031,37.49784764882216,127.02860760655938,43.24574987576801,True
KICK_00234,VS_0031,37.49848662029373,127.02860268423639,51.210940475984,True
KICK_00235,VS_0031,37.49824992931933,127.02891623007689,75.02123916833868,True
KICK_00236,VS_0031,37.49841121531455,127.02860271576819,90.25969207763677,True
KICK_00237,VS_0031,37.49812237324569,127.02864996813065,32.09050121295185,True
KICK_00238,VS_0032,37.51631070879543,127.02003927943701,75.13700169410845,True
KICK_00239,VS_0032,37.515929530121916,127.01968422795878,58.72014079955483,True
KICK_00240,VS_0032,37.51645680155135,127.01966117604037,47.74844251024528,True
KICK_00241,VS_0032,37.51585548575977,127.02022597534994,85.28748792153172,True
KICK_00242,VS_0032,37.51582043865357,127.01993270277931,48.46928455207694,True
KICK_00243,VS_0033,37.51055613757477,127.02151980038317,63.72158780783574,True
KICK_00244,VS_0033,37.51057832977368,127.0220596442285,68.88579509967337,True
KICK_00245,VS_0033,37.510632288490605,127.02117770007081,85.9815796246761,True
KICK_00246,VS_0033,37.51116897789073,127.02119995476168,40.738893563888055,True
KICK_00247,VS_0033,37.51102189913191,127.02180088582507,91.81366424513756,True
KICK_00248,VS_0034,37.512958186961036,127.10134312816159,35.20153455018455,True
KICK_00249,VS_0034,37.51260897557233,127.10110175992537,55.98835182126493,True
KICK_00250,VS_0034,37.5123518082959,127.10080341314804,76.98054170379615,True
KICK_00251,VS_0034,37.512796972087656,127.10054469237114,60.26565311046262,True
KICK_00252,VS_0034,37.51258281006186,127.10051564411307,67.6399465808831,True
KICK_00253,VS_0035,37.47798548203628,127.01023954310614,45.40937283936754,True
KICK_00254,VS_0035,37.47850022578395,127.00959414550704,52.0998655361504,True
KICK_00255,VS_0035,37.47846783341213,127.00973120815931,56.181138490978036,True
KICK_00256,VS_0035,37.478205681890316,127.01025378549664,68.7430143414212,True
KICK_00257,VS_0035,37.47859934732932,127.00978885850161,34.97171045249017,True
KICK_00258,VS_0036,37.513161249688906,127.10045355529537,96.71339708511955,True
KICK_00259,VS_0036,37.51341258771715,127.10117131434957,88.33860541436383,True
KICK_00260,VS_0036,37.51352498700999,127.10117326186501,49.868131189413916,True
KICK_00261,VS_0036,37.513882054778286,127.10049490148191,80.77968473103134,True
KICK_00262,VS_0036,37.5131690335239,127.10078666277259,31.054154923928834,True
